7jk7gqyEonmVVYahZN5zhW,Circus,"Britney Spears",https://open.spotify.com/track/7jk7gqyEonmVVYahZN5zhW,spotify:track:7jk7gqyEonmVVYahZN5zhW
3xIMkM5LgbVDkpO74O3Np3,Rush,"Troye Sivan",https://open.spotify.com/track/3xIMkM5LgbVDkpO74O3Np3,spotify:track:3xIMkM5LgbVDkpO74O3Np3
5Eh1nj7IjV9lwpcKAkidyY,"One Of Your Girls","Troye Sivan",https://open.spotify.com/track/5Eh1nj7IjV9lwpcKAkidyY,spotify:track:5Eh1nj7IjV9lwpcKAkidyY
5D34wRmbFS29AjtTOP2QJe,"yes, and?","Ariana Grande",https://open.spotify.com/track/5D34wRmbFS29AjtTOP2QJe,spotify:track:5D34wRmbFS29AjtTOP2QJe
6ic8OlLUNEATToEFU3xmaH,"Gimme More","Britney Spears",https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH,spotify:track:6ic8OlLUNEATToEFU3xmaH
2ENexcMEMsYk0rVJigVD3i,"Only Girl (In The World)",Rihanna,https://open.spotify.com/track/2ENexcMEMsYk0rVJigVD3i,spotify:track:2ENexcMEMsYk0rVJigVD3i
3hlksXnvbKogFdPbpO9vel,"Super Bass","Nicki Minaj",https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel,spotify:track:3hlksXnvbKogFdPbpO9vel
0ByMNEPAPpOR5H69DVrTNy,"Don't Stop The Music",Rihanna,https://open.spotify.com/track/0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy
3nqQXoyQOWXiESFLlDF1hG,"Unholy (feat. Kim Petras)","Sam Smith,Kim Petras",https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG,spotify:track:3nqQXoyQOWXiESFLlDF1hG
6dK1HEHZcQlh24bSU7pTaZ,"Mundian to Bach Ke","Panjabi MC",https://open.spotify.com/track/6dK1HEHZcQlh24bSU7pTaZ,spotify:track:6dK1HEHZcQlh24bSU7pTaZ
7ySUcLPVX7KudhnmNcgY2D,S&M,Rihanna,https://open.spotify.com/track/7ySUcLPVX7KudhnmNcgY2D,spotify:track:7ySUcLPVX7KudhnmNcgY2D
60jzFy6Nn4M0iD1d94oteF,"Rude Boy",Rihanna,https://open.spotify.com/track/60jzFy6Nn4M0iD1d94oteF,spotify:track:60jzFy6Nn4M0iD1d94oteF
11mwFrKvLXCbcVGNxffGyP,"Genie In a Bottle","Christina Aguilera",https://open.spotify.com/track/11mwFrKvLXCbcVGNxffGyP,spotify:track:11mwFrKvLXCbcVGNxffGyP
4356Typ82hUiFAynbLYbPn,"DJ Got Us Fallin' In Love (feat. Pitbull)","USHER,Pitbull",https://open.spotify.com/track/4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn
7IUl5c6u18rzmyQOblj10T,"Somebody To Love Remix","Justin Bieber,USHER",https://open.spotify.com/track/7IUl5c6u18rzmyQOblj10T,spotify:track:7IUl5c6u18rzmyQOblj10T
3qKGvSu1inEZKwYQnMavNA,"Smack That","Akon,Eminem",https://open.spotify.com/track/3qKGvSu1inEZKwYQnMavNA,spotify:track:3qKGvSu1inEZKwYQnMavNA
4DvhkX2ic4zWkQeWMwQ2qf,"Like A G6","Far East Movement,The Cataracs,DEV",https://open.spotify.com/track/4DvhkX2ic4zWkQeWMwQ2qf,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf
0CAfXk7DXMnon4gLudAp7J,"Low (feat. T-Pain)","Flo Rida,T-Pain",https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J
5rb9QrpfcKFHM1EUbSIurX,"Yeah! (feat. Lil Jon & Ludacris)","USHER,Lil Jon,Ludacris",https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX,spotify:track:5rb9QrpfcKFHM1EUbSIurX
0C4ejWmOTMv8vuYj85mf8m,S&M,Rihanna,https://open.spotify.com/track/0C4ejWmOTMv8vuYj85mf8m,spotify:track:0C4ejWmOTMv8vuYj85mf8m
6kopmMZiyLmw7h66uXcXR7,"Valerie (feat. Amy Winehouse) - Version Revisited","Mark Ronson,Amy Winehouse",https://open.spotify.com/track/6kopmMZiyLmw7h66uXcXR7,spotify:track:6kopmMZiyLmw7h66uXcXR7
3FAclTFfvUuQYnEsptbK8w,"Back To Black","Amy Winehouse",https://open.spotify.com/track/3FAclTFfvUuQYnEsptbK8w,spotify:track:3FAclTFfvUuQYnEsptbK8w
7w87IxuO7BDcJ3YUqCyMTT,"Pumped Up Kicks","Foster The People",https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
6I9VzXrHxO9rA9A5euc8Ak,Toxic,"Britney Spears",https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,spotify:track:6I9VzXrHxO9rA9A5euc8Ak
0TwBtDAWpkpM3srywFVOV5,"Crazy In Love (feat. Jay-Z)","Beyoncé,JAY-Z",https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5,spotify:track:0TwBtDAWpkpM3srywFVOV5
0O45fw2L5vsWpdsOdXwNAR,"SexyBack (feat. Timbaland)","Justin Timberlake,Timbaland",https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,spotify:track:0O45fw2L5vsWpdsOdXwNAR
6b8Be6ljOzmkOmFslEb23P,"24K Magic","Bruno Mars",https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P
7J1uxwnxfQLu4APicE5Rnj,"Billie Jean","Michael Jackson",https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj,spotify:track:7J1uxwnxfQLu4APicE5Rnj
7tqhbajSfrz2F7E1Z75ASX,"Ain't No Mountain High Enough","Marvin Gaye,Tammi Terrell",https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX
0GjEhVFGZW8afUYGChu3Rr,"Dancing Queen",ABBA,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr
0ikz6tENMONtK6qGkOrU3c,"Wake Me Up Before You Go-Go",Wham!,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c,spotify:track:0ikz6tENMONtK6qGkOrU3c
3BovdzfaX4jb5KFQwoPfAw,"Beat It","Michael Jackson",https://open.spotify.com/track/3BovdzfaX4jb5KFQwoPfAw,spotify:track:3BovdzfaX4jb5KFQwoPfAw
5T7ywazdGIydr6JCW6t02j,"Smooth Criminal - 2012 Remaster","Michael Jackson",https://open.spotify.com/track/5T7ywazdGIydr6JCW6t02j,spotify:track:5T7ywazdGIydr6JCW6t02j
5T8EDUDqKcs6OSOwEsfqG7,"Don't Stop Me Now - Remastered 2011",Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7
2WfaOiMkCvy7F5fcp2zZ8L,"Take on Me",a-ha,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L
2LlQb7Uoj1kKyGhlkBf9aC,Thriller,"Michael Jackson",https://open.spotify.com/track/2LlQb7Uoj1kKyGhlkBf9aC,spotify:track:2LlQb7Uoj1kKyGhlkBf9aC
59NraMJsLaMCVtwXTSia8i,Prada,"cassö,RAYE,D-Block Europe",https://open.spotify.com/track/59NraMJsLaMCVtwXTSia8i,spotify:track:59NraMJsLaMCVtwXTSia8i
557un1HgwYMuqfWGSTmnxw,"Single Ladies (Put a Ring on It)",Beyoncé,https://open.spotify.com/track/557un1HgwYMuqfWGSTmnxw,spotify:track:557un1HgwYMuqfWGSTmnxw
1dzQoRqT5ucxXVaAhTcT0J,"Just Dance","Lady Gaga,Colby O'Donis",https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J,spotify:track:1dzQoRqT5ucxXVaAhTcT0J
4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Nayer)","Pitbull,AFROJACK,Ne-Yo,Nayer",https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
1QV6tiMFM6fSOKOGLMHYYg,"Poker Face","Lady Gaga",https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg,spotify:track:1QV6tiMFM6fSOKOGLMHYYg
2gam98EZKrF9XuOkU13ApN,Promiscuous,"Nelly Furtado,Timbaland",https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,spotify:track:2gam98EZKrF9XuOkU13ApN
3MjUtNVVq3C8Fn0MP3zhXa,"...Baby One More Time","Britney Spears",https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa
0HPD5WQqrq7wPWR7P7Dw1i,"TiK ToK",Kesha,https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i
02XnQdf7sipaKBBHixz3Zp,Paparazzi,"Lady Gaga",https://open.spotify.com/track/02XnQdf7sipaKBBHixz3Zp,spotify:track:02XnQdf7sipaKBBHixz3Zp
3E7dfMvvCLUddWissuqMwr,"Party In The U.S.A.","Miley Cyrus",https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,spotify:track:3E7dfMvvCLUddWissuqMwr
6naxalmIoLFWR0siv8dnQQ,"Oops!...I Did It Again","Britney Spears",https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,spotify:track:6naxalmIoLFWR0siv8dnQQ
0eqH0ALoDQevq59YcQ53KE,"Hollaback Girl","Gwen Stefani",https://open.spotify.com/track/0eqH0ALoDQevq59YcQ53KE,spotify:track:0eqH0ALoDQevq59YcQ53KE
2fQxE0jVrjNMT9oJAXtSJR,Domino,"Jessie J",https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR,spotify:track:2fQxE0jVrjNMT9oJAXtSJR
0JiY190vktuhSGN6aqJdrt,"So What",P!nk,https://open.spotify.com/track/0JiY190vktuhSGN6aqJdrt,spotify:track:0JiY190vktuhSGN6aqJdrt
20jYtEun4dUdYZ9foaOC48,"My Humps","Black Eyed Peas",https://open.spotify.com/track/20jYtEun4dUdYZ9foaOC48,spotify:track:20jYtEun4dUdYZ9foaOC48
3WGH5P3BzYDxJBRSQDmK8J,"Marry You","Bruno Mars",https://open.spotify.com/track/3WGH5P3BzYDxJBRSQDmK8J,spotify:track:3WGH5P3BzYDxJBRSQDmK8J
6ObpR8ek44tvWefQRcSo8K,"Calling All My Lovelies","Bruno Mars",https://open.spotify.com/track/6ObpR8ek44tvWefQRcSo8K,spotify:track:6ObpR8ek44tvWefQRcSo8K
5u5MpBnvJejW9dHPrfWEXZ,Superstar,Jamelia,https://open.spotify.com/track/5u5MpBnvJejW9dHPrfWEXZ,spotify:track:5u5MpBnvJejW9dHPrfWEXZ
4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","One Direction",https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo
36ux3YuUsGTWPT8fXclS45,E.T.,"Katy Perry,Kanye West",https://open.spotify.com/track/36ux3YuUsGTWPT8fXclS45,spotify:track:36ux3YuUsGTWPT8fXclS45
6NjWCIYu1W8xa3HIvcIhd4,Nasty,Tinashe,https://open.spotify.com/track/6NjWCIYu1W8xa3HIvcIhd4,spotify:track:6NjWCIYu1W8xa3HIvcIhd4
2CEgGE6aESpnmtfiZwYlbV,Dynamite,"Taio Cruz",https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV
1bM50INir8voAkVoKuvEUI,"OMG (feat. will.i.am)","USHER,will.i.am",https://open.spotify.com/track/1bM50INir8voAkVoKuvEUI,spotify:track:1bM50INir8voAkVoKuvEUI
2BnFbc1hnqURAitUPMMu3q,"Friday I'm In Love","The Cure",https://open.spotify.com/track/2BnFbc1hnqURAitUPMMu3q,spotify:track:2BnFbc1hnqURAitUPMMu3q
3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,"Justin Bieber",https://open.spotify.com/track/3UGIZ8qcrMTwzLbx6Kttqt,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt
5Z8Dj3LtbyCMiwE86rhg2f,"Marea (we’ve lost dancing)","Fred again..,The Blessed Madonna",https://open.spotify.com/track/5Z8Dj3LtbyCMiwE86rhg2f,spotify:track:5Z8Dj3LtbyCMiwE86rhg2f
1D4PL9B8gOg78jiHg3FvBb,"Love Story","Taylor Swift",https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,spotify:track:1D4PL9B8gOg78jiHg3FvBb
6ebkx7Q5tTxrCxKq4GYj0Y,"Club Can't Handle Me (feat. David Guetta)","Flo Rida,David Guetta",https://open.spotify.com/track/6ebkx7Q5tTxrCxKq4GYj0Y,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y
1NpW5kyvO4XrNJ3rnfcNy3,"Wild Ones (feat. Sia)","Flo Rida,Sia",https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
0U10zFw4GlBacOy9VDGfGL,"We Found Love","Rihanna,Calvin Harris",https://open.spotify.com/track/0U10zFw4GlBacOy9VDGfGL,spotify:track:0U10zFw4GlBacOy9VDGfGL
77TT8Xvx637TpzV8kKGkUw,"Titanium (feat. Sia)","David Guetta,Sia",https://open.spotify.com/track/77TT8Xvx637TpzV8kKGkUw,spotify:track:77TT8Xvx637TpzV8kKGkUw
7ef4DlsgrMEH11cDZd32M6,"One Kiss (with Dua Lipa)","Calvin Harris,Dua Lipa",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6
